text,label
Appearances: Kenneth W. Penonzek Penonzek Murray Kowalchuk Barrister and Solicitor for the Applicant Sandra Hermiston for the Appeals Commission Jason J.J. Bodnar for the Workers’ Compensation Board,counsel
Honourable Madam Justice M.R. Bast,judge
"Holmberg’s application for judicial review is dismissed.If the parties are unable to agree on costs, they may speak to me on the matter within 30
days of the date of this decision.",outcome
"On March 2, 1998, Holmberg fell from a ladder and suffered a complex fracture of his right femur while preparing to unload a grain trailer in the course of his seasonal employment as a truck driver with Hardisty Hauling Ltd. Holmberg, who owned a farm at the time, also worked as a self employed farmer from approximately April 1 to September 30 each year.The WCB accepted Holmberg’s claim on March 10, 1998. It recognized that he was temporarily totally disabled. Although it was aware that he worked as a farmer, initially the WCB did not take into account his farm earnings in calculating his compensation rate, but rather based it solely on his employment as a truck driver. In September 1998, Holmberg advised the WCB that he was having difficulty operating farm machinery and did not believe he could return to farming. By October 16, 1998, the WCB determined that Holmberg would not be able to return to his pre-accident employment as a truck driver, but was of the view that he was fit for some medium level of employment.Holmberg found employment as a farm equipment sales person, commencing October 19, 1998. In September 2000, the WCB advised Holmberg that he had been assessed as having a 5.23 percent permanent clinical impairment.",facts
Court of Queen’s Bench of Alberta,court
" Nisheu Enterprises Ltd. v. Friendly_Auto Body & Repair Ltd.,",dec_name
"Appearances: Clive O. Llewellyn Fleming LLP
for the Plaintiff Karim Z. Jivraj Jivraj Knight & Pritchett for the Defendants",counsel
"K.R. Laycock, Master in Chambers",judge
"The Alberta Court Of Appeal in Covlin upheld the trial decision granting an order of specific performance to purchasers of a residential property located near the University of Alberta in Edmonton. The purchaser owned two residential properties immediately to the east of the subject property and the purchaser’s husband owned four properties to the east of the purchaser’s lands. The short term goal was to continue to rent all properties but, in the long term, develop the properties for an apartment or commercial building. Applying a subjective-objective test the trial judge determined that the subject property provided the purchaser with a unique commercial opportunity for the further development of the entire strip of properties.",outcome
"The Plaintiff is suing the Defendants for damages arising from the Defendants’ failure to complete the purchase of six condominium units located in northeast Calgary. The parties entered into six real estate agreements on August 25, 2006 which were to close on October 31, 2006. On September 11, 2006, the Defendants waived the financing conditions in each of the purchase contracts. The Plaintiff alleges that the Defendants were unable to obtain financing and to pay the cash to close.The Defendants have filed a statement of defence alleging that it was a condition of the purchase contracts that the Plaintiff replace the roof on the building prior to October 31, 2006. In anticipation of entering into the purchase of these six units the Defendants entered into purchase agreements for the remaining two units in the complex from a third party. The Defendants alleged that by virtue of completing the purchase of these other two condominium units, the property is unique for their purposes and have counterclaimed for an order for specific performance.There are other allegations and issues raised in the pleadings that are not material to the Plaintiff’s application for partial summary judgment. The Plaintiff has filed a notice of motion asking for a declaration that the Defendants are not entitled to specific performance and for an order pursuant to sections 139 (2) and 48(4) of the Land Titles Act R.S.A. 2000 c. L-4, directing the registrar for the South Alberta Land Registration District to discharge the Defendants’ caveats. The Plaintiff also asks for an order directing the registrar to discharge the caveats and certificates of lis pendens pursuant to section 141.",facts
Court of Queen’s Bench of Alberta,court
 Salway v. Association of Professional Engineers and Geoscientists of British Columbia,dec_name
"Appearances: Priscilla Kennedy Davis LLP for the Plaintiff
Trina Kondro Ackroyd LLP for the Defendants",counsel
Honourable Mr. Justice Donald Lee,judge
The Costs portion of the Order dismissing the Applicant’s claim against Tribal Chief’s Ventures Inc. was “costs in the cause.” Costs in the cause are awarded in interlocutory matters before the successful party in the action has been ascertained. Since the Master correctly granted summary dismissal in favour of Tribal Chief’s Ventures Inc. there was no longer a cause of action as between Tribal Chief’s Ventures Inc. and the Plaintiff. Accordingly that part of the appeal is granted.,outcome
"Maisie Cardinal was employed by Tribal Chiefs Education Foundation in 2008. Tribal Chiefs Education Foundation has some type of association still to be determined as part of this Application with Tribal Chief’s Ventures Inc.The Defendant, Tribal Chief’s Ventures Inc. brought an application before the Master in Chambers for an Order striking the claim against Tribal Chief’s Ventures Inc. On August 19, 2009, the Affidavit of David Scott, Executive Director of Tribal Chief’s Ventures Inc. was filed. On August 27, 2009, the Affidavit of Maisie Cardinal was filed.On September 9, 2009, Master Smart in Chambers granted an Order for summary dismissal of the claim against Tribal Chief’s Ventures Inc. with costs ordered to be “in the cause”. On September 11, 2009, a Notice of Motion appealing under Rule 500, the Order of Master Smart was filed with a direction setting this matter over to Special Chambers.On October 29, 2009, David Scott and Maisie Cardinal were both cross-examined on their respective Affidavits.",facts
Court of Queen’s Bench of Alberta,court
" Long v. Spill-Sorb Canada Inc.,",dec_name
Appearances: Murray Engelking Engelking Wood for the Applicant Kent Rowan Ogilvie LLP for the Respondent Peter Eastwick,counsel
Honourable Mr. Justice Donald Lee,judge
"The state of the law then with respect to this application is that the threshold test to be applied here is a low one in which the Court must find that this is not a frivolous or vexatious or obviously spurious matter being proposed by Ms. Long. Having said that however, mere allegations are not sufficient and there must be evidence upon which the Court can conclude that this threshold test, however low it is, has been met. In this particular case this action is apparently part of a series of litigation matters ongoing between Ms. Long and Mr. Eastwick, and the proposed action is with respect to a company that has ceased business operations and is insolvent. I conclude that Ms. Long has met the low standard required of her to commence an action in the name of the company. However given that the company has ceased business and is insolvent, it will not have to pay Ms. Long’s legal fees to pursue this Action. Any costs awarded with respect to this application will be “in the cause”.",outcome
"This is a Notice of Motion by the Applicant seeking the following relief:– 1. An Order pursuant to Section 240 of the Alberta Business Corporations Act permitting the Applicant to bring an action in the name of and on behalf of Spill- Sorb Canada Inc., the proposed form of Statement of Claim which is attached hereto as Schedule “A” to this Notice of Motion; 2. Christine Long shall control conduct of the proposed action; 3. Spill-Sorb Canada Inc. pay reasonable legal fees incurred by Christine Long in connection with the action; 4. Costs of the application.",facts
Court of Queen’s Bench of Alberta,court
 Bruce Estate,dec_name
"Appearances: Philip S. Tinkler Fraser Milner Casgrain LLP for the Plaintiffs William W. Shores, Q.C. Shores Jardine LLP for the Intervener P. Jonathan Faulds, Q.C. Field LLP for the Defendants East Central Health and St. Joseph’s General Hospital Taryn Burnett Gowlings for Defendants Eugene Toderovich and Mbongani Kabila",counsel
Honourable Mr. Justice Eric F. Macklin,judge
The Applicant HQCA is granted status to intervene in the within action on the issue of the admissibility of the Report and the News Release in the application of the Plaintiff Hazel Bruce for certification. The Report and News Release are inadmissible as evidence before the Court in the certification application and shall be expunged from the Affidavit of Hazel Bruce.,outcome
"The Respondents to this application are the Plaintiffs in the action wherein they allege inter alia, inadequate sterilization at the Defendant Hospital and inadequate procedures for dealing with methicillin-resistant staphylococcus aureus (“MRSA”). The Plaintiff, Hazel Bruce, has applied to certify the action as a class proceeding. The HQCA is not a party to the action. The HQCA is a provincial health board under the Regional Health Authorities Act, R.S.A. 2000, c. R-10, s. 17. It is established by the Health Quality Council of Alberta Regulation, Alta. Reg. 130/2006 (“the HQCA Regulation”). In support of her application for certification, Hazel Bruce swore an Affidavit on July 2, 2008 (filed on January 9, 2009). Her Affidavit attaches as Exhibit “G” a report entitled Review of the Infection Prevention and Control and CSR Sterilization Issues in East Central Health Region (“the Report”). The Report is the final report of a subcommittee of the Quality Assurance Committee of the HQCA. Attached as Exhibit “F” to her Affidavit is a News Release that summarizes the report (“the News Release”).",facts
Court of Queen’s Bench of Alberta,court
 Edmonton Gold’s Gym Corp. v. Eagle One Contracting Inc.,dec_name
Appearances: Riad Chehayeb as representative for the Applicant Shaun Nerenberg as representative for the Respondent,counsel
Honourable Mr. Justice Donald Lee,judge
"Much confusion exists in this matter, but much of the confusion can be attributed to the fact that both the Applicant and the Respondent are representing themselves, and because no lawyers appear to have been involved in the process leading up to the present proceedings before me. There also appears to have been no contract or written agreement ever formally executed between these parties, and the documentation before me is piecemeal at best.Accordingly I conclude that the lien will be discharged but that the Applicant will pay into Court the amount allegedly still owed of $11,216.66 plus 10%, which is the subject matter of the Builder’s Lien claim filed under Registration No. 092 438 475 on December 3, 2009. These monies will be held in Court until such time as the Respondent proves his lien claim. The builder’s lien filed under Registration No. 092 438 475 will be immediately discharged upon the payment into Court as described of the amount specified.Any costs associated with this present application before me will be dealt with “in the cause”.",outcome
"This is an application by Edmonton Gold’s Gym Corp. to dismiss the Respondent’s Builder’s Lien Action on the basis that there are no monies owed to the Respondent based on the Respondent’s own Statutory Declaration to that effect. The Applicant seeks the immediate removal of the Respondent’s Builder’s Lien from the Certificate of Title. In any event the representative of the Applicant, Riad Chehayeb deposes on December 11, 2009 that the Respondent did not complete the work contracted for, or completed it very poorly, to such a degree that the Applicant had to hire other contractors to finish the work. The Applicant submits that significant costs were incurred as a result of this because it was prevented from opening for business again on it’s projected re-opening date; and that it is incurring lease fees and other additional charges as a result of the Respondent’s Lien.",facts
Court of Queen’s Bench of Alberta,court
 K. E. K. v. B. S. K.,dec_name
"Appearances: Rickard H. Hemmingson for the Plaintiff Barry W. Hamilton, Q. C. Gerig Hamilton Neeland LLP for the Defendant",counsel
Honourable Madam Justice C.A. Kent,judge
"On the matter of costs, the mother was substantially successful. Although she claims solicitor/client costs, there is no reason for such costs. One set of Column 1 costs is awarded. It is to be added to the arrears and paid in accordance with my direction above.",outcome
"This trial concerns child support issues for I. K., the son of K. F., formerly K. K. and B. K.. On July 25, 2005 an Interim Order was granted dealing with issues including child support. The preamble noted that the father was deemed to have a guideline income of $20,000 and the mother was deemed to have a guideline income of $17,000. The mother was granted interim custody of the child. Paragraph 8 provided that a scribbler was to be transported with the child on access visits where the parents were to “specify any concerns or special treatments that I. K. may require.” The order further provided that the father was to pay $171.00 interim child support plus 54% of section 7 expenses. It also provided that the Plaintiff “shall provide receipts of all section 7 expenses to the Defendant.” Finally in relation to the matters before me, the order",facts
Court of Queen’s Bench of Alberta,court
 TCC Mortgage Holdings Inc v. 1188716 Alberta Ltd,dec_name
Appearances: William Eden Appellant Appeared on His Own Behalf Stephen J. Livingstone McLennan Ross LLP for the Respondent Plaintiffs,counsel
Honourable Mr. Justice Donald Lee,judge
"As such Mr. Eden’s application to vacate the Summary Judgment against him and his Notice of Appeal are dismissed. Accordingly so is his application to amend his Statement of Defence, which initially was improper in any event in that it never plead the details of the alleged full and final settlement agreement herein. Although the proposed Amendment rectifies this problem, it is still an ill-founded defence not known at law given the admissions and acknowledgements made by Mr. Eden.",outcome
"This is an appeal by the Defendant William Eden of the Master’s Order granting the Plaintiffs Summary Judgment against him, as well as the Costs Order that was awarded to the Plaintiffs on a solicitor/client basis against him.",facts
Court of Queen’s Bench of Alberta,court
 R. v. O.M.E.,dec_name
Appearances: The Accused Appeared on His Own Behalf Laura Marr Crown Prosecutor’s Office for the Crown,counsel
Honourable Mr. Justice Donald Lee,judge
"Accordingly there does not appear to be anything in the Psychological/Parenting Assessment Report from November 2009, and the other materials that the Accused has supplied me with, that would cause me to conclude that the Accused could not or should not see the child.Strictly speaking I am not dealing with the “best interests of the child” test given that this is a bail review matter, and the Accused does have rights to be considered here. I also note that the Provincial Court Division charged with dealing with ensuring that the best interests of the child are protected has not based on the Record that I have been given come to any final decision with respect to the Director’s Apprehension request. The last Order that I was provided with by the Accused was an Order for initial custody issued in Family Court on October 8, 2009 which allows the father to have reasonable access to the child on a supervised basis in the discretion of the Director. Based on this Record, the final decision with respect to the Director’s Apprehension Order has not yet been made, something that the Accused confirms in his submissions before me.As such I conclude that the Provincial Court Order of December 23, 2009 remains extant, and the Accused is permitted to have contact with his child if the visits are coordinated with a social worker and are supervised. In order for that Variation Order to be effective, the social workers must cooperate and provide the father with supervised access times on a reasonable basis with the child as soon as possible. Therefore the Accused’s application for further Variation taken out in this Court is granted and the social workers in question will provide the Accused with notice of reasonable supervised visitation date and times as soon as possible.",outcome
"This is an application by the Accused to further amend a condition of his Recognizance allowing him to have contact with his daughter if those visits are coordinated with a Social Worker (or their designate), and if that visit is supervised. This is the second recent amendment to the terms and conditions of his Undertaking Given To A Peace Officer that accompanied his release on November 18, 2009.",facts
Court of Queen’s Bench of Alberta,court
 Manyluk v. Alberta (Municipal Government Board),dec_name
"Counsel for the Appellant, and Appellant in person: N. Mullins, Q.C. Counsel for the Respondents:",counsel
Honourable Madam Justice M.C. Erb,judge
"This Application for judicial review is dismissed on the basis that it was filed out of time pursuant to the provisions Rule 753.11 of the Alberta Rules of Court. If Costs cannot be agreed upon, they may be spoken to within a reasonable time.",outcome
"The Municipal Government Board supervises the assessment of real property by municipalities in Alberta including the City of Calgary. In doing so, it is required to “ensure fair and equitable assessment of property” and to ensure that the statutory assessment complaint process is administered in an “efficient and effective manner”. This process requires a “balancing of competing policy objectives and the interests of various constituencies”. (Edmonton (City) v. North Pointe Community Church, (2008) ABQB 110 at para. 22.The Applicant owns a home in the Elbow Park area of the City of Calgary. After receiving his 2006 residential property tax assessment which set the value of his property at $520,000, the Applicant sought a reduction on the basis that it was excessive. A hearing was held before a three- member panel of the Board on September 21, 2006. The Applicant argued that the assessment did not adequately recognize the market value given the condition of the property and negative factors such as the influence of the traffic flow given the property’s location. A written decision was issued on February 15, 2007, declining the reduction sought as well as further disclosure of the City’s supporting information of the assessment. On March 12, 2007, the Applicant requested a rehearing or a reconsideration of the same issues without providing any additional information and no new evidence.The Board then considered section 504 and section 523 of the Municipal Government Act R.S.A. 2000, c. M-26, and denied the request for a rehearing. It released its brief written decision on dated April 18, 2007, which concluded that the there were no sufficient grounds to support a rehearing which would satisfy its Procedure Guide requirements and that the fact that the Applicant simply disagreed with the decision was not enough.The Applicant filed an Originating Notice of Motion on October 9, 2007 seeking judicial review of the decisions naming the Municipal Government Board as the Respondent. In August 2009, he amended his Originating Notion of Motion adding the City of Calgary as a party. He asks this Court to quash the Board’s decision denying him a rehearing by granting the writ of certiorari.This judicial review follows numerous other similar applications the Applicant has made questioning the assessment decisions regarding his residential property commencing with the 1999 assessment year. The main thrust of these appeals are the same– the disclosure of the supporting information the City has used to establish the value of his property for residential taxation purposes. He has represented himself throughout.",facts
COURT OF APPEAL FOR BRITISH COLUMBIA,court
 Davidson v. Tahtsa Timber Ltd.,dec_name
Before: The Honourable Mr. Justice Low,judge
"Counsel for the Appellant, : I.B. Lawson, via teleconference",counsel
"Counsel for the Respondent: W.W. Chapman, via teleconference",counsel
"The action against the respondent was for wrongful dismissal of the appellant from his job as a truck driver. He had worked for the respondent in that capacity for twelve years. The trial judge, Mr. Justice Rice, found that the dismissal was not justified but that the appellant had fully mitigated his damages by obtaining alternate employment during the notice period of ten months.",facts
"Mr. Brienen is a principal of Nadina Truck Service Ltd., a company that owns a repair shop into a wall of which the appellant drove the respondent.s truck.",facts
"There will be an order removing the appeal from the inactive list, on terms. The appellant will file and serve his factum within 14 days of this decision being pronounced. The appeal will then be ready for hearing in accordance with R. 28(1) and the appellant thereafter will comply with R. 28(3), R. 28(5) and R. 28(7).",outcome
The costs of each motion before me will be to the respondent in the appeal.,outcome
 R. v. Reddy,dec_name
The Honourable Mr. Justice Hall,judge
The Honourable Mr. Justice Frankel,judge
The Honourable Madam Justice D. Smith,judge
Counsel for the Appellant: B.V. Bagnall,counsel
Counsel for the Respondent: F.G. Tischler,counsel
"On the afternoon of June 30, 2005, Constable Stephen Todd, a member of the Vancouver Police Department with eight years’ experience, was in uniform, driving a marked police vehicle. At approximately 5:30 p.m. he received a radio dispatch that someone had called 9-1-1 to report that two “suspicious males” had been sitting in a parked vehicle in the 2900 block of Windsor Street for several hours. The dispatcher gave Constable Todd a description of the two vehicles mentioned by the caller—an older model Dodge and a new model Mercedes—and told him that the caller thought the men might be selling drugs, and wanted the police to check on them.",facts
"Constable Todd drove to the 2900 block of Windsor Street, and saw two vehicles matching the description he had been given. The Dodge was parked behind the Mercedes. As Constable Todd drove by, he noticed two men sitting in the front seat of the Dodge. Constable Todd drove around the block, and pulled his vehicle in behind the Dodge. Shortly after this, Constable Romi Mattu, who was in uniform, arrived in a marked police vehicle. Constable Todd approached the driver’s side of the Dodge, while Constable Mattu approached the passenger side",facts
"Constable Todd noticed that the driver’s seat of the Dodge was fully reclined, and that the front passenger seat was upright. The person in the driver’s seat (i.e, Mr. Reddy) was wearing a thin red track jacket.",facts
I consider the decision appealed from is sustainable and I would therefore dismiss this appeal from conviction.,outcome
 R. v. Dunn,dec_name
Before: The Honourable Mr. Justice Donald,judge
The Honourable Madam Justice Levine,judge
The Honourable Mr. Justice Lowry,judge
Counsel for the Appellant: L.J. Helps,counsel
Counsel for the (Crown) Respondent: F. Tischler,counsel
"I would grant leave, allow the appeal, and set aside the restitution order under appeal.",outcome
Leave to appeal is granted. The appeal is allowed and the restitution order is set aside.,outcome
 R. v. Power,dec_name
The Honourable Mr. Justice Donald,judge
The Honourable Madam Justice Levine,judge
The Honourable Mr. Justice Lowry,judge
Counsel for the (Crown) Respondent: S.J. Brown,counsel
Mr. Power took J.I. to his penthouse suite in New Westminster. In the living room of the suite was a pool table and mini-fridge containing beer and other alcoholic drinks. Mr. Power invited J.I. to play pool and offered him a cooler. J.I. accepted. He drank two coolers at Mr. Power’s invitation. He had never consumed alcohol before that night. Mr. Power then told J.I. that his brother was visiting so J.I. would have to sleep in Mr. Power’s bed. J.I. agreed.,facts
"Mr. Power put on a pornographic video in the bedroom. J.I. remained dressed in his soccer pants and t-shirt. Mr. Power got undressed and into bed. After watching some of the video, Mr. Power invited J.I. to masturbate. J.I. declined. Mr. Power then put his hand down J.I.’s soccer pants, following which he performed oral sex on J.I. J.I. was too shocked and surprised to resist. He recalled ejaculating and then going to sleep.",facts
"The next morning Mr. Power gave J.I. money for breakfast and asked him to leave. No such encounters occurred again. Neither spoke of the incident subsequently. Mr. Power continued to represent J.I. from time to time for approximately 18 months. That representation ended in the spring of 2006, when J.I. went to police at the urging of adults he knew and gave a statement concerning the sexual interaction with Mr. Power in August of 2004.",facts
"I would grant leave to appeal but would dismiss the appeal save that I would amend Conditions 9 and 11 of the Probation Order so they provide: Condition 9: You shall not be in the company of any person under the age of 16 years, unless in the company of an informed adult approved in advance by your Probation Officer. Condition 11: You are not to attend at playgrounds, school grounds, public parks, or community centers unless accompanied by an informed adult approved of in advance by your Probation Officer.",outcome
Leave to appeal is granted. The appeal is allowed to the extent of amending the probation order as indicated in the reasons of Mr. Justice Lowry. The appeal is otherwise dismissed.,outcome
 Romanchych v. Vallianatos,dec_name
Before: The Honourable Mr. Justice Low,judge
The Honourable Mr. Justice Tysoe,judge
The Honourable Madam Justice D. Smith,judge
Counsel for the Appellant: M-H. Wright J.P.C. Miller,counsel
Counsel for the Respondent: M.G. Bolda H.S. Roesch-West,counsel
"The accident occurred on July 4, 2006. The plaintiff’s vehicle was struck from behind by the defendant’s van while the plaintiff was waiting to merge onto the Alex Fraser Bridge. Liability for the accident was admitted by the defendant.",facts
The plaintiff suffered neck and shoulder injuries with associated headaches. She also subsequently experienced jaw pain that the trial judge found was caused by the accident.,facts
"The plaintiff’s neck and shoulder pain was severe in the first month following the accident, but she slowly improved until reaching the level that existed at the time of the trial. On a good day, her pain was scaled at a level of 2 or 3 out of 10. On a bad day, when her symptoms were aggravated, her pain was scaled at a level of 4 or 5 out of 10. The activities that aggravated her symptoms included writing reports, studying, long hours of computer work, renovation work, carrying heavy objects, driving, walking for more than 45 minutes and any activity that involved extending her arms beyond shoulder level.",facts
"The plaintiff’s family doctor opined that her symptoms would be considered to chronic, with a likelihood of less than 10% that she would become asymptomatic.",facts
"At the time of the accident, the plaintiff was a student at Simon Fraser University working towards a Bachelor of Science degree in chemistry, which she obtained in 2008. As part of her studies, she was working part-time as a co-op student at Cantest Laboratories. She worked as a laboratory technician performing chemical extractions. This required her to work with her arms at chest level or higher.",facts
"When the plaintiff left Cantest, she was earning $13 an hour, which is the equivalent to approximately $27,000 per annum on a full-time basis. She started at Freybe at a wage of $14 an hour but at the time of the trial she was earning $18.25 an hour, or approximately $38,000 per annum. The plaintiff testified that she would have earned $40,000 per annum at Cantest if she had been promoted to the position of analyst.",facts
"As it has not been shown that the judge made any error of significance, I would dismiss the appeal.",outcome
The appeal is dismissed.,outcome
 Bradley v. Bath,dec_name
"Counsel for the Appellants: A. M. Gunn, Jr.",counsel
Counsel for the Respondent: R. A. Holness and D. B. Hanna,counsel
Written Reasons by: The Honourable Mr. Justice Tysoe,judge
Concurred in by: The Honourable Mr. Justice Donald,judge
"The plaintiff was injured while riding his bicycle on the sidewalk in front of a gas station. He was struck by a vehicle, driven by the individual defendant and owned by the corporate defendant, as it was emerging from the gas station.",facts
"The accident took place between 10:30 and 11:00 a.m. on December 3, 2003. The gas station in question is located at the north-west corner of S.W. Marine Drive and Cambie Street in Vancouver. The plaintiff’s bicycle was on the north sidewalk travelling in an easterly direction towards the gas station (S.W. Marine Drive also runs in a slightly southerly to northerly direction at that location but, for the sake of simplicity, I will refer only to the predominant directions). The individual defendant (whom I will call the defendant when I am referring to him alone) had been in the gas station, and was intending to exit from the westerly driveway of the gas station to turn onto S.W. Marine Drive in a westerly direction.",facts
"I would allow the appeal by eliminating the in-trust award and by reducing the other heads of damage by one-half to take the plaintiff’s contributory negligence into account. The result would be that the judgment in favour of the plaintiff, apart from pre-judgment interest, costs and deduction of Part 7 benefits, is reduced from $396,753.10 to $191,356.55.",outcome
 R. v. Bodaly,dec_name
The Honourable Madam Justice Newbury,judge
The Honourable Madam Justice Huddart,judge
The Honourable Mr. Justice Tysoe,judge
Counsel for the Appellant: P. Gibb,counsel
Counsel for the Respondent: P. LaPrairie,counsel
"Mr. Bodaly, who is now 47 years old, was convicted at Port Alberni almost a year ago of one count of possession of marihuana for purposes of trafficking",facts
"The offence took place in Mr. Bodaly’s home, which was across the street from a community park where youths often gathered. Police observed both adults and youths coming and going from the house. When the police executed their search warrant, there were three “youths” around the kitchen table with marihuana paraphernalia, including a girl who was about 12 years old. She was not Mr. Bodaly’s daughter, but the daughter was, we may infer, being exposed to the marihuana operation in the house where she lives.",facts
"In all the circumstances, and considering also that Mr. Bodaly did serve 21 days in custody (with rather serious consequences for his daughter), I find that a fit sentence would be a conditional sentence of three months, giving credit for the 21 days already served, subject to the following conditions: 1. There would a curfew from 9:00 p.m. to 6:00 a.m., except when Mr. Bodaly is attending to go to work or to attend rehabilitation or counselling programs or sessions. 2. He must attend and participate in rehabilitation substance abuse and other counselling programs that may be recommended by his probation officer, whether Aboriginal-based or otherwise. 3. He must refrain from associating with persons that he knows are users of illicit substances. The one year probation order would continue in place. On these conditions, I would allow the appeal.",outcome
"Although an appeal as of right lies from the decision of Sewell J., the proposed action does not meet the requirements of Rule 56, indigent status is denied.",outcome
The Honourable Madam Justice Garson,judge
 de Rooy v. Bergstrom,dec_name
Counsel for the Appellant: H.W. Wiebach,counsel
Counsel for the Respondent: R.N. Toews,counsel
Written Reasons by: The Honourable Mr. Justice Frankel,judge
Concurred in by: The Honourable Mr. Justice Bauman,judge
Concurring Reasons by: The Honourable Mr. Justice Chiasson,judge
"Mr. Bergstrom and Ms. de Rooy lived in a common-law relationship from late 1985 until May 1992. They have three children together: N.B., born May 27, 1986; D.B., born January 27, 1989; and R.B., born October 9, 1990. Mr. Bergstrom was married prior to entering into a relationship with Ms. de Rooy. He has three children from that marriage.",facts
"When Ms. de Rooy and Mr. Bergstrom separated in May 1992, he continued to reside in their family home, and continued to provide support for her and their children. He remained in the family home until May 1993. After Mr. Bergstrom moved from the family home he did not pay Ms. de Rooy child support on a regular basis. He did, however, pay his former wife $300.00 per month in child support.",facts
"Mr. Bergstrom’s employment required him to engage in heavy physical labour. In 1978, he suffered a job-related injury. By early 1994, he was no longer capable of engaging in heavy physical labour. As he was unable to work, Mr. Bergstrom received employment insurance and, later, workers’ compensation benefits. Mr. Bergstrom was approved for a retraining, and continued to receive workers’ compensation benefits while undergoing retraining.",facts
I would allow this appeal to the extent of recalculating the retroactive child support payable by Mr. Bergstrom based only on his obligations with respect to D.B. and R.B.,outcome
"In my view, the judge made no error in her consideration of the positions of Mr. Ali and his co-offender who was given a conditional sentence.",outcome
I would dismiss this appeal.,outcome
 R. v. Carpenter,dec_name
COURT OF APPEAL FOR BRITISH COLUMBIA,court
The Honourable Madam Justice Ryan,judge
The Honourable Mr. Justice Hall,judge
The Honourable Madam Justice Garson,judge
"The trial judge did not in my opinion err in his approach to admissibility.Having found a very high degree of similarity between the circumstances of the two incidents, the judge then correctly instructed the jury on the approach it was required to take concerning proof of the two incidents. For the reasons I have enunciated, I would not accede to the heads of argument advanced on behalf of the appellant concerning admissibility and the instructions about the use of the evidence by the jury.
",outcome
"As regards the argument that the verdict of guilty registered on the July incident was unreasonable as it rested wholly on similar act evidence from  the September incident, I am of the view that the similarities were indeed striking. This evidence in my opinion affords a proper basis for the guilty verdict of the jury. Applying the standard adverted to in the cases of R. v. Biniaris, 2000 SCC 15,  1 S.C.R. 381, and R. v. Yebes,  2 S.C.R. 168, 43 D.L.R. (4th) 424,  I am not of the view that the verdict of guilt on the July offence was unreasonable. I would dismiss this appeal from conviction",outcome
Counsel for the Appellant: D. Layton,counsel
Counsel for the Crown Respondent: M. Mereigh,counsel
 Lau v. Rai,dec_name
COURT OF APPEAL FOR BRITISH COLUMBIA,court
The Honourable Mr. Justice Lowry,judge
The Honourable Mr. Justice Frankel,judge
The Honourable Madam Justice Neilson,judge
"A substantial portion of Mr. Lau’s factum and his oral submissions are directed at challenging findings of fact made by the trial judge. For example, Mr. Lau contends, as he did at trial, that his fence was intentionally pulled down, and that the Rais’ intention from the outset was to encroach on his property, because it was less expensive to build a lock-block retaining wall than to use other means to provide lateral support along their shared property line.
",facts
"As recently discussed in Bowen Contracting Ltd. v. B.C. Log Spill Recovery Co-operative Assn., 2009 BCCA 457, not every act of trespass warrants an award of punitive damages. What is required before such an award can be made is extremeor exceptional conduct deserving of punishment and disapprobation. No such  conduct was proven in the case at bar and Mr. Lau has not been able to show that the trial judge erred in coming to the conclusions he did.

",outcome
"Conclusion
I would dismiss this appeal.“The Honourable Mr. Justice Frankel”",outcome
Acting on his own behalf: Y.P. Lau,counsel
Counsel for the Respondents: A.J. Roberts,counsel
 Ross v. British Columbia (Public Safety),dec_name
COURT OF APPEAL FOR BRITISH COLUMBIA,court
The Honourable Mr. Justice Hall,judge
"In the particular and rather unusual circumstances extant in this case, I consider that the application of the respondents is one that ought to be granted. I consider this comment of Esson J.A. in K & M Crane and Equipment Rental Ltd. v. Deer Trail Development Ltd., 1999 BCCA 696, at para. 7, is apposite in the circumstances of this case:

",outcome
"I concluded, in all the circumstances, that the application to dismiss should be
allowed now without putting the parties to any further expenditure of time and
money. The appeal is one which has no chance of success. The appeal ought to be dismissed as abandoned",outcome
Appearing on His Own Behalf by Telephone: D.J. Ross,counsel
Counsel for the Respondent: M.F. Volk,counsel
 Larc Developments Ltd. v. Levelton Engineering Ltd.,dec_name
COURT OF APPEAL FOR BRITISH COLUMBIA,court
The Honourable Madam Justice Newbury,judge
The Honourable Mr. Justice Chiasson,judge
The Honourable Mr. Justice Frankel,judge
"If it is ultimately found that your client is liable to the plaintiff for any matter that may have been within the contractual responsibility of our client then we would be pleased to discuss mediation and arbitration in accordance with paragraph 3.6. We look forward to receiving the particulars or your advice that the Third Party proceedings will be discontinued against Levelton Engineering Ltd. at your earliest convenience. If you do not receive instructions to discontinue these proceedings then please be advised that we will be seeking instructions
to proceed with an application to the Court for an order staying these proceedings.

",facts
"No particulars were delivered and the third party proceedings were not
discontinued.",facts
"I do not decide whether Rule 19(16) would be available to a party to obtain an order for particulars to determine whether a claim is subject to arbitration or whether some other procedure would be preferable in the context of an application for a stay. Generally, an applicant for an order for particulars under the Rules of Court must establish that the particulars are required to plead, for discovery, or to narrow the
issues to be tried.

",outcome
"I would allow this appeal and set aside the stay of proceedings.
“The Honourable Mr. Justice Chiasson”",outcome
Counsel for the Respondent: E. Flores,counsel
Counsel for the Appellant: S.H. Stephens,counsel
 Edgewater Casino Inc. (Re),dec_name
COURT OF APPEAL FOR BRITISH COLUMBIA,court
"The Honourable Mr. Justice Mackenzie

",judge
The Honourable Mr. Justice Lowry,judge
